,name,moves_san
987,Philidor Defense:Lion Variation:Forcing Line:,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bc4 Be7 6.Ng5 O-O 7.Bxf7+ Rxf7 8.Ne6 
988,Philidor Defense:Lion Variation:Lion's Claw I:,1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Nc3 Ngf6 5.Be2 Be7 6.O-O c6
989,Philidor Defense:Lion Variation:Lion's Claw II:,1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Nc3 Ngf6 5.Bc4 Be7 6.O-O h6
990,Philidor Defense:Lion Variation:Shirov Gambit:,1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Nc3 Ngf6 5.g4 
991,Philidor Defense:Lion Variation:Sozin Variation:,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bc4 Be7 6.O-O O-O 7.Qe2 c6 8.a4 exd4
992,Philidor Defense:Morphy Gambit::,1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Bc4 
993,Philidor Defense:Nimzowitsch Variation::,1.e4 e5 2.Nf3 d6 3.d4 Nf6
994,Philidor Defense:Nimzowitsch Variation::,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.dxe5 
995,Philidor Defense:Nimzowitsch Variation:Rellstab Variation:,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.dxe5 Nxe4 5.Qd5 
996,Pirc Defense:150 Attack::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2 
997,Pirc Defense:150 Attack:Sveshnikov-Jansa Attack:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.h3 
998,Pirc Defense:Austrian Attack::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 
999,Pirc Defense:Austrian Attack::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O
1000,Pirc Defense:Austrian Attack:Dragon Formation:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 c5
1001,Pirc Defense:Austrian Attack:Kurajica Variation:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Be3 
1002,Pirc Defense:Austrian Attack:Ljubojevic Variation:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Bc4 
1003,Pirc Defense:Austrian Attack:Unzicker Attack:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.e5 
1004,Pirc Defense:Austrian Attack:Unzicker Attack:Bronstein Variation,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.e5 Nfd7 7.h4 
1005,Pirc Defense:Austrian Attack:Weiss Variation:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Bd3 
1006,Pirc Defense:Bayonet Attack::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.h4 
1007,Pirc Defense:Byrne Variation::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5 
1008,Pirc Defense:Chinese Variation::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.g4 
1009,Pirc Defense:Classical Variation::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 
1010,Pirc Defense:Classical Variation::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 
1011,Pirc Defense:Classical Variation:Quiet System:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 
1012,Pirc Defense:Classical Variation:Quiet System:Chigorin Line,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Nc6
1013,Pirc Defense:Classical Variation:Quiet System:Czech Defense,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O c6
1014,Pirc Defense:Classical Variation:Quiet System:Parma Defense,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4
1015,Pirc Defense:Classical Variation:Schlechter Variation:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.h3 
1016,Pirc Defense:Classical Variation:Two Knights System:,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7
1017,Pirc Defense:General::,1.e4 d6 2.d4 Nf6
1018,Pirc Defense:Kholmov System::,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bc4 
1019,Polish Defense:General::,1.d4 b5
1020,Polish Defense:Spassky Gambit:Accepted:,1.d4 b5 2.e4 Bb7 3.Bxb5 
1021,Polish Opening: Czech Defense::,1.b4 e5 2.Bb2 d6
1022,Polish Opening:Baltic Defense::,1.b4 d5 2.Bb2 Bf5
1023,Polish Opening:Bugayev Attack::,1.b4 e5 2.a3 
1024,Polish Opening:General::,1.b4 
1025,Polish Opening:German Defense::,1.b4 d5 2.Bb2 Qd6
1026,Polish Opening:King's Indian Variation::,1.b4 Nf6 2.Bb2 g6
1027,Polish Opening:King's Indian Variation:Sokolsky Attack:,1.b4 Nf6 2.Bb2 g6 3.c4 Bg7 4.e3 d6 5.Nf3 O-O 6.d4 
1028,Polish Opening:Outflank Variation::,1.b4 c6
1029,Polish Opening:Schiffler-Sokolsky Variation::,1.b4 Nf6 2.Bb2 d5 3.e3 e6 4.b5 
1030,Polish Opening:Tartakower Gambit::,1.b4 e5 2.Bb2 f6 3.e4 
1031,Polish Opening:Zukertort System::,1.b4 Nf6 2.Nf3 
1032,Ponziani Opening:Caro Gambit::,1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 Bd7
1033,Ponziani Opening:General::,1.e4 e5 2.Nf3 Nc6 3.c3 
1034,Ponziani Opening:Jaenisch Counterattack::,1.e4 e5 2.Nf3 Nc6 3.c3 Nf6
1035,Ponziani Opening:Ponziani Countergambit::,1.e4 e5 2.Nf3 Nc6 3.c3 f5
1036,Ponziani Opening:Steinitz Variation::,1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 f6
1037,Portuguese Opening:General::,1.e4 e5 2.Bb5 
1038,Pterodactyl Defense:Eastern:Anhanguera:,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Be3 
1039,Pterodactyl Defense:Eastern:Benoni:,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.d5 
1040,Pterodactyl Defense:Eastern:Pterodactyl:,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5 Qa5
1041,Pterodactyl Defense:Eastern:Pteronodon:,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.dxc5 Bxc3+ 5.bxc3 Qa5
1042,Pterodactyl Defense:Miscellany:Queen Pterodactyl:Quiet,1.d4 g6 2.c4 Bg7 3.Nc3 c5 4.e3 
1043,Pterodactyl Defense:Sicilian:Anhanguera:,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Nf3 Qa5 5.Be3 
1044,Pterodactyl Defense:Sicilian:Rhamporhynchus:,1.e4 g6 2.d4 Bg7 3.Nc3 c5 4.Nf3 Qa5 5.dxc5 
1045,Pterodactyl Defense:Western:Rhamporhynchus:,1.e4 g6 2.d4 Bg7 3.Nf3 c5 4.dxc5 Qa5+
1046,Queen Pawn Game:Anglo-Slav Opening::,1.d4 c6 2.c4 d6
1047,Queen Pawn Game:Anti-Torre::,1.d4 d5 2.Nf3 Bg4
1048,Queen Pawn Game:Barry Attack:Gruenfeld Variation:,1.d4 Nf6 2.Nf3 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Be2 
1049,Queen Pawn Game:Chigorin  Variation::,1.d4 d5 2.Nf3 Nc6
1050,Queen Pawn Game:Colle System::,1.d4 d5 2.Nf3 Nf6 3.e3 
1051,Queen Pawn Game:Colle System:Anti-Colle:,1.d4 d5 2.Nf3 Nf6 3.e3 Bf5
1052,Queen Pawn Game:Colle System:Gruenfeld Formation:,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d5
1053,Queen Pawn Game:Franco-Sicilian Defense::,1.d4 e6 2.e4 c5
1054,Queen Pawn Game:General::,1.d4 d5
1055,Queen Pawn Game:Hübsch Gambit::,1.d4 Nf6 2.Nc3 d5 3.e4 Nxe4
1056,Queen Pawn Game:Levitsky Attack::,1.d4 d5 2.Bg5 
1057,Queen Pawn Game:Levitsky Attack:Euwe Variation:Modern Line,1.d4 d5 2.Bg5 h6 3.Bh4 c6 4.Nf3 Qb6
1058,Queen Pawn Game:London System::,1.d4 d5 2.Nf3 Nf6 3.Bf4 
1059,Queen Pawn Game:Mason Attack::,1.d4 d5 2.f4 
1060,Queen Pawn Game:Queen Fianchetto::,1.d4 b6
1061,Queen Pawn Game:Sarratt Attack::,1.d4 d5 2.Bf4 
1062,Queen Pawn Game:Steinitz Countergambit::,1.d4 d5 2.Bf4 c5
1063,Queen Pawn Game:Stonewall Attack::,1.d4 d5 2.e3 Nf6 3.Bd3 
1064,Queen Pawn Game:Symmetrical Variation::,1.d4 d5 2.Nf3 Nf6
1065,Queen Pawn Game:Symmetrical Variation:Pseudo-Catalan:,1.d4 d5 2.Nf3 Nf6 3.g3 
1066,Queen Pawn Game:Torre Attack::,1.d4 d5 2.Nf3 Nf6 3.Bg5 
1067,Queen Pawn Game:Torre Attack:Breyer Variation:,1.d4 d5 2.Nf3 Nf6 3.Bg5 e6 4.e3 c5 5.c3 Qb6
1068,Queen Pawn Game:Torre Attack:Gossip Variation:,1.d4 d5 2.Nf3 Nf6 3.Bg5 Ne4
1069,Queen Pawn Game:Torre Attack:Gruenfeld Variation:,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6
1070,Queen Pawn Game:Torre Attack:Gruenfeld Variation:Main Line,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6 4.e3 Bg7 5.Nbd2 O-O
1071,Queen Pawn Game:Veresov Atack:Alburt Defense:,1.d4 d5 2.Nc3 Bf5
1072,Queen Pawn Game:Veresov Atack:Boyce Defense:,1.d4 d5 2.Nc3 Nf6 3.Bg5 Ne4
1073,Queen Pawn Game:Veresov Atack:Classical Defense:,1.d4 d5 2.Nc3 Nf6 3.Bg5 e6 4.Nf3 
1074,Queen Pawn Game:Veresov Atack:Dutch System:,1.d4 d5 2.Nc3 f5
1075,Queen Pawn Game:Veresov Atack:Richter Variation:,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.f3 
1076,Queen Pawn Game:Veresov Atack:Veresov Variation:,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.Bxf6 
1077,Queen Pawn Game:Veresov Attack::,1.d4 d5 2.Nc3 
1078,Queen Pawn Game:Veresov Attack:Two Knights System:,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 
1079,Queen Pawn Game:Veresov Attack:Two Knights System:Gruenfeld Defense,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 g6
1080,Queen Pawn Game:Zukertort Variation::,1.d4 d5 2.Nf3 
1081,Queen Pawn Opening:General::,1.d4 
1082,Queen Pawn Opening:Veresov Attack:Irish Gambit:,1.d4 d5 2.Nc3 c5
1083,Queen's Gambit Accepted:Accelerated Mannheim Variation::,1.d4 d5 2.c4 dxc4 3.Qa4+ 
1084,Queen's Gambit Accepted:Alekhine Defense::,1.d4 d5 2.c4 dxc4 3.Nf3 a6
1085,Queen's Gambit Accepted:Alekhine Defense:Borisenko-Furman Variation:,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e4 
1086,Queen's Gambit Accepted:Alekhine Defense:Haberditz Variation:,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 b5
1087,Queen's Gambit Accepted:Bogoljubow Defense::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4 
1088,Queen's Gambit Accepted:Central Variation:Alekhine System:,1.d4 d5 2.c4 dxc4 3.e4 Nf6
1089,Queen's Gambit Accepted:Central Variation:Greco Variation:,1.d4 d5 2.c4 dxc4 3.e4 b5
1090,Queen's Gambit Accepted:Central Variation:McDonnell Defense:,1.d4 d5 2.c4 dxc4 3.e4 e5
1091,Queen's Gambit Accepted:Central Variation:Modern Defense:,1.d4 d5 2.c4 dxc4 3.e4 Nc6
1092,Queen's Gambit Accepted:Central Variation:Rubinstein Defense:,1.d4 d5 2.c4 dxc4 3.e4 c5
1093,Queen's Gambit Accepted:Classical Defense::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5
1094,Queen's Gambit Accepted:Classical Defense:Alekhine System:,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 
1095,Queen's Gambit Accepted:Classical Defense:Alekhine System:Except Main Line,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5
1096,Queen's Gambit Accepted:Classical Defense:Alekhine System:Main Line,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7
1097,Queen's Gambit Accepted:Classical Defense:Main Lines:,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6
1098,Queen's Gambit Accepted:Classical Defense:Normal Lines:,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O 
1099,Queen's Gambit Accepted:Classical Defense:Rubinstein Variation:,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.a4 
1100,Queen's Gambit Accepted:Classical Defense:Russian Gambit:,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.e4 
1101,Queen's Gambit Accepted:Classical Defense:Steinitz Variation:Development Variation,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O Nc6
1102,Queen's Gambit Accepted:Classical Defense:Steinitz Variation:Exchange Variation,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O cxd4
1103,Queen's Gambit Accepted:Deferred::,1.d4 d5 2.Nf3 Nf6 3.c4 dxc4
1104,Queen's Gambit Accepted:Furman Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.dxc5 Bxc5
1105,Queen's Gambit Accepted:General::,1.d4 d5 2.c4 dxc4
1106,Queen's Gambit Accepted:Gunsberg Defense::,1.d4 d5 2.c4 dxc4 3.Nf3 c5
1107,Queen's Gambit Accepted:Gunsberg Defense:Prianishenmo Gambit:,1.d4 d5 2.c4 dxc4 3.Nc3 c5 4.d5 Nf6 5.Nf3 e6 6.e4 exd5 7.e5 
1108,Queen's Gambit Accepted:Janowski-Larsen Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4
1109,Queen's Gambit Accepted:Linares Variation::,1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 5.Nc3 b5
1110,Queen's Gambit Accepted:Mannheim Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4+ 
1111,Queen's Gambit Accepted:Normal Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 
1112,Queen's Gambit Accepted:Normal Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 
1113,Queen's Gambit Accepted:Normal Variation:Traditional System:,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6
1114,Queen's Gambit Accepted:Old Variation::,1.d4 d5 2.c4 dxc4 3.e3 
1115,Queen's Gambit Accepted:Rosenthal Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 e6
1116,Queen's Gambit Accepted:Saduleto Variation::,1.d4 d5 2.c4 dxc4 3.e4 
1117,Queen's Gambit Accepted:Showalter Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 
1118,Queen's Gambit Accepted:Smyslov Variation::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 g6
1119,Queen's Gambit Accepted:Winawer Defense::,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Be6
1120,Queen's Gambit Declined:Anti-Tartakower Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 
1121,Queen's Gambit Declined:Anti-Tartakower Variation:Petrosian Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4 11.Bxc4 
1122,Queen's Gambit Declined:Barmen Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Nbd7
1123,Queen's Gambit Declined:Been-Koomen Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5
1124,Queen's Gambit Declined:Cambridge Springs Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 c6 6.e3 Qa5
1125,Queen's Gambit Declined:Capablanca - General::,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6
1126,Queen's Gambit Declined:Capablanca Variation::,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nbd2 
1127,Queen's Gambit Declined:Charousek (Petrosian) Variation::,1.d4 d5 2.c4 e6 3.Nc3 Be7
1128,Queen's Gambit Declined:Exchange Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 
1129,Queen's Gambit Declined:Exchange Variation:Positional Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6
1130,Queen's Gambit Declined:Exchange Variation:Positional Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 
1131,Queen's Gambit Declined:Exchange Variation:Reshevsky Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2 
1132,Queen's Gambit Declined:Exchange Variation:Saemisch Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4 
1133,Queen's Gambit Declined:General::,1.d4 d5 2.c4 e6
1134,Queen's Gambit Declined:Harrwitz Attack::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 
1135,Queen's Gambit Declined:Harrwitz Attack::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4 
1136,Queen's Gambit Declined:Harrwitz Attack:Fianchetto Defense:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 b6
1137,Queen's Gambit Declined:Harrwitz Attack:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5
1138,Queen's Gambit Declined:Harrwitz Attack:Main Line:New Main Line,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.O-O-O 
1139,Queen's Gambit Declined:Harrwitz Attack:Main Line:Old Main Line,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.Rd1 
1140,Queen's Gambit Declined:Harrwitz Attack:Orthodox Defense:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c6
1141,Queen's Gambit Declined:Harrwitz Attack:Two Knights Defense:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7
1142,Queen's Gambit Declined:Harrwitz Attack:Two Knights Defense:Blockade Line,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7 7.c5 
1143,Queen's Gambit Declined:Hastings Variation::,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.Qb3 
1144,Queen's Gambit Declined:Janowski Variation::,1.d4 d5 2.c4 e6 3.Nc3 a6
1145,Queen's Gambit Declined:Lasker Defense::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4
1146,Queen's Gambit Declined:Lasker Defense:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3 
1147,Queen's Gambit Declined:Lasker Defense:Teichmann Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2 
1148,Queen's Gambit Declined:Manhattan Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4
1149,Queen's Gambit Declined:Miles Variation:Dzhindzhi Attack:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Nf3 O-O 6.Qc2 
1150,Queen's Gambit Declined:Modern Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 
1151,Queen's Gambit Declined:Modern Variation:Normal Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 
1152,Queen's Gambit Declined:Modern:Knight Defense:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6
1153,Queen's Gambit Declined:Modern:Knight Defense:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7
1154,Queen's Gambit Declined:Modern:Knight Defense:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 
1155,Queen's Gambit Declined:Neo-Orthodox Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Rc1 
1156,Queen's Gambit Declined:Neo-Orthodox Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6
1157,Queen's Gambit Declined:Neo-Orthodox Variation:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 
1158,Queen's Gambit Declined:Normal Defense::,1.d4 d5 2.c4 e6 3.Nc3 Nf6
1159,Queen's Gambit Declined:Orthodox Defense:Alekhine Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4 
1160,Queen's Gambit Declined:Orthodox Defense:Botvinnik Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Bd3 
1161,Queen's Gambit Declined:Orthodox Defense:Classical Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5
1162,Queen's Gambit Declined:Orthodox Defense:Classical Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.dxe5 Nxe5 14.Nxe5 
1163,Queen's Gambit Declined:Orthodox Defense:Classical Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.Qc2 
1164,Queen's Gambit Declined:Orthodox Defense:Fianchetto Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 b5
1165,Queen's Gambit Declined:Orthodox Defense:General:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7
1166,Queen's Gambit Declined:Orthodox Defense:Hennegerger Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 a6
1167,Queen's Gambit Declined:Orthodox Defense:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6
1168,Queen's Gambit Declined:Orthodox Defense:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O 
1169,Queen's Gambit Declined:Orthodox Defense:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 
1170,Queen's Gambit Declined:Orthodox Defense:Pillsbury Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3 
1171,Queen's Gambit Declined:Orthodox Defense:Rubinstein Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 
1172,Queen's Gambit Declined:Orthodox Defense:Rubinstein Variation:Flohr Line,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 c5 8.cxd5 
1173,Queen's Gambit Declined:Pseudo-Tarrasch Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5 
1174,Queen's Gambit Declined:Queen's Knight Variation::,1.d4 d5 2.c4 e6 3.Nc3 
1175,Queen's Gambit Declined:Ragozin Defense::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4
1176,Queen's Gambit Declined:Ragozin Defense:Alekhine Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4+ 
1177,Queen's Gambit Declined:Ragozin Defense:Vienna Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4
1178,Queen's Gambit Declined:Semi-Tarrasch Defense::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5
